Bankrupt?, ROA(C) before interest and depreciation before interest, Operating Gross Margin, Operating Profit Rate, Cash flow rate, Operating Profit Growth Rate, Total Asset Growth Rate, Current Ratio, Quick Ratio, Debt ratio %, Net worth/Assets
0,0.482718276,0.609391891,0.998985264,0.461112369,0.847948469,851000000,0.01029326,0.005965162,0.132327599,0.867672401
0,0.484473261,0.604959714,0.998977869,0.472321616,0.847953304,6040000000,0.021098218,0.014043272,0.061069625,0.938930375
0,0.437283674,0.601017599,0.998871219,0.462092046,0.847803796,5830000000,0.010750668,0.004066816,0.141488043,0.858511957
0,0.487105738,0.607582986,0.998984687,0.462511428,0.847960445,6770000000,0.007804656,0.004550292,0.182332134,0.817667866
0,0.517281724,0.611633203,0.999021199,0.470117343,0.848063285,615000000,0.014667037,0.010274028,0.095595127,0.904404873
0,0.532881587,0.609391891,0.999099772,0.46261208,0.848019853,7070000000,0.009642404,0.006215946,0.138434562,0.861565438
0,0.504850583,0.606422693,0.999050895,0.46394236,0.848057027,6850000000,0.015340982,0.007501057,0.159567071,0.840432929
0,0.513040511,0.612634947,0.999063836,0.462727829,0.847967915,7610000000,0.007722909,0.005197215,0.093116063,0.906883937
0,0.488568225,0.602264374,0.998998437,0.478790166,0.847944952,4450000000,0.012575312,0.009411257,0.104150921,0.895849079
0,0.451908546,0.605810115,0.998929108,0.464806287,0.848142398,4340000000,0.00541964,0.004082412,0.172174018,0.827825982
0,0.547603958,0.602891365,0.999007449,0.464517752,0.847987831,7410000000,0.012105422,0.008361957,0.07497657,0.92502343
0,0.495636913,0.604404791,0.998998899,0.463811513,0.848065121,7220000000,0.006672678,0.005369395,0.210297185,0.789702815
0,0.46975089,0.596362012,0.998847185,0.461842094,0.847860346,7510000000,0.004317615,0.0030799,0.17292983,0.82707017
0,0.581387413,0.614400611,0.999221905,0.474423559,0.848028582,724000000,0.014848004,0.008802389,0.076306799,0.923693201
0,0.500950617,0.597954713,0.99898746,0.458357867,0.84814208,935000000,0.010547861,0.006552196,0.157722889,0.842277111
0,0.508945547,0.607972153,0.999018311,0.466941781,0.848053651,6390000000,0.007355359,0.005567776,0.146929891,0.853070109
0,0.46975089,0.6049453,0.998931766,0.464339934,0.847823807,5710000000,0.007610585,0.005266461,0.154185688,0.845814312
0,0.47087213,0.59858891,0.998908079,0.463610209,0.847738024,0.000100895,0.00455412,0.003003792,0.215255313,0.784744687
0,0.611514649,0.621167789,0.99926616,0.475612927,0.848043793,7740000000,0.009555664,0.007195376,0.11908577,0.88091423
0,0.510651782,0.60703527,0.999016231,0.460736603,0.848028982,6750000000,0.005213712,0.002373089,0.184387943,0.815612057
0,0.578559938,0.615834763,0.999180077,0.467386326,0.848039793,7410000000,0.015953772,0.012940946,0.076004474,0.923995526
0,0.516452981,0.605565085,0.999057019,0.464848226,0.848041557,6840000000,0.009983744,0.007016333,0.160141488,0.839858512
0,0.409983913,0.615986105,0.998772657,0.467423232,0.847808055,5250000000,0.01610541,0.010866677,0.077304471,0.922695529
0,0.524740409,0.610645873,0.999064414,0.473170445,0.847970456,6170000000,0.016564691,0.012812435,0.068748677,0.931251323
0,0.523326671,0.616259963,0.999141946,0.472480981,0.848014359,6250000000,0.009493886,0.005754928,0.11896484,0.88103516
0,0.629405743,0.621535335,0.999292158,0.476367815,0.848062203,8230000000,0.010324461,0.006938353,0.072134716,0.927865284
0,0.549505192,0.612361089,0.99907204,0.469149409,0.848013242,8180000000,0.012647698,0.008081853,0.085890498,0.914109502
0,0.508506801,0.611633203,0.999035874,0.462033332,0.84798862,7180000000,0.007785935,0.005047493,0.142455483,0.857544517
0,0.541607761,0.613946583,0.999068227,0.469855649,0.847977538,7650000000,0.009149425,0.006360053,0.103516038,0.896483962
1,0.498513138,0.609384684,0.998998899,0.464769382,0.848031899,642000000,0.005548813,0.002670037,0.206125102,0.793874898
1,0.469799639,0.599309589,0.999001672,0.457837833,0.848070308,5800000000,0.007925092,0.001363091,0.192187925,0.807812075
0,0.500853118,0.605716427,0.999032176,0.466703572,0.848073591,7520000000,0.006487967,0.00388715,0.125071802,0.874928198
0,0.487690733,0.604448032,0.998996126,0.46525251,0.848086978,7010000000,0.008046777,0.004877808,0.105148593,0.894851407
0,0.471213377,0.605759668,0.998936503,0.461063721,0.847855205,5900000000,0.00396005,0.002378704,0.163950782,0.836049218
0,0.490128211,0.613362833,0.999056672,0.468520336,0.848120776,6750000000,0.013490754,0.010212268,0.071711461,0.928288539
0,0.49261444,0.602437337,0.998929686,0.464309739,0.847745153,6440000000,0.008733826,0.005209691,0.161229858,0.838770142
0,0.50397309,0.608916243,0.999083364,0.461595498,0.848020182,6600000000,0.008240848,0.001664406,0.145811289,0.854188711
0,0.472529615,0.602855331,0.9989885,0.466124825,0.848112529,6570000000,0.011291696,0.00852166,0.114520664,0.885479336
0,0.470530883,0.605168711,0.998961115,0.462046753,0.848161573,7080000000,0.005882041,0.005380624,0.178462376,0.821537624
0,0.46741091,0.601493247,0.998956955,0.46131535,0.848149339,6400000000,0.0059719,0.005006943,0.079057956,0.920942044
0,0.490371959,0.602163479,0.998996357,0.46468215,0.84798262,6980000000,0.023016465,0.020315988,0.052846389,0.947153611
0,0.498561888,0.604678649,0.999046389,0.460268572,0.848212029,8310000000,0.007510741,0.002320686,0.182241437,0.817758563
0,0.504899332,0.603136396,0.998987691,0.463982621,0.847964304,5810000000,0.007758478,0.004766141,0.147111286,0.852888714
0,0.501096865,0.606545208,0.999037376,0.465322966,0.84824992,6460000000,0.00546769,0.004598952,0.186443752,0.813556248
0,0.503924341,0.602581473,0.998977292,0.463890357,0.848009901,7750000000,0.00412604,0.003131055,0.149620582,0.850379418
0,0.508896797,0.606458727,0.999017617,0.470125731,0.848029099,8520000000,0.005327284,0.003015645,0.171599601,0.828400399
0,0.498854385,0.600931117,0.998986651,0.464779447,0.847967374,6780000000,0.011256751,0.007167303,0.087402122,0.912597878
0,0.459269731,0.596816039,0.998814717,0.461952811,0.848073144,616000000,0.004592809,0.002341897,0.16174381,0.83825619
0,0.542923999,0.620115597,0.999294122,0.469466462,0.848027229,6980000000,0.012491693,0.011019517,0.148592678,0.851407322
0,0.519134208,0.607446057,0.999044309,0.466019141,0.848122576,7750000000,0.010243338,0.007250274,0.144148502,0.855851498
0,0.578657437,0.614061892,0.999136516,0.470820228,0.848066438,7600000000,0.011542554,0.005849752,0.141215951,0.858784049
0,0.506556818,0.604793958,0.999037954,0.473881717,0.847987643,6600000000,0.021306018,0.019818163,0.066783566,0.933216434
0,0.529420368,0.610768388,0.99907932,0.463194182,0.848100789,7540000000,0.012074221,0.007118643,0.14194153,0.85805847
0,0.4971969,0.601068047,0.999023279,0.463174052,0.848083319,4700000000,0.010154727,0.009262783,0.151041509,0.848958491
0,0.507288061,0.617643667,0.9991691,0.462224571,0.848030864,9510000000,0.006293272,0.00492522,0.180850742,0.819149258
0,0.50738556,0.601586936,0.998962039,0.462415809,0.847930212,7020000000,0.011776562,0.007547222,0.077002147,0.922997853
0,0.467703408,0.601716658,0.99896955,0.458998683,0.847932259,5480000000,0.00450607,0.00405122,0.169755419,0.830244581
0,0.474479598,0.598956457,0.998977407,0.461919261,0.848236909,7440000000,0.007955045,0.005382495,0.173383318,0.826616682
0,0.567688783,0.612858358,0.99917014,0.478615703,0.848085237,7010000000,0.019391515,0.006925877,0.103153248,0.896846752
0,0.478477063,0.5987907,0.998961462,0.464727444,0.848161867,6090000000,0.006759417,0.005130464,0.14813919,0.85186081
0,0.543265246,0.603857075,0.99905309,0.462415809,0.848111671,5600000000,0.00803492,0.007399371,0.107929982,0.892070018
0,0.558377614,0.620245319,0.999205844,0.479068636,0.848163691,6670000000,0.007700444,0.004603942,0.118541585,0.881458415
0,0.521084191,0.603251704,0.999078395,0.464308061,0.848046039,7800000000,0.010720091,0.007210972,0.115881126,0.884118874
0,0.479647053,0.609665749,0.998970821,0.461816931,0.847948034,7600000000,0.007246155,0.003490387,0.152311274,0.847688726
0,0.514941744,0.614667262,0.999110402,0.467510464,0.847968115,531000000,0.010667049,0.007034425,0.079178886,0.920821114
0,0.497343148,0.613737586,0.999025937,0.462944231,0.847982432,5890000000,0.008635854,0.004337563,0.09879977,0.90120023
0,0.53946278,0.615431182,0.999168291,0.461873967,0.848052074,7800000000,0.008440535,0.005678819,0.152734529,0.847265471
0,0.522595427,0.604044451,0.999020391,0.467502076,0.848005207,7220000000,0.011339746,0.005273323,0.10644859,0.89355141
0,0.543460245,0.60604794,0.999051473,0.47255647,0.848039652,6830000000,0.009873292,0.00836071,0.095292802,0.904707198
0,0.567152537,0.612743049,0.999159047,0.464908617,0.848082202,8180000000,0.008928521,0.006531609,0.137406657,0.862593343
0,0.557402623,0.604448032,0.999055864,0.463757832,0.850609097,7700000000,0.005397175,0.004447358,0.178704236,0.821295764
0,0.460244723,0.604462445,0.998848341,0.463205925,0.847761693,5870000000,0.003865823,0.002289494,0.14363455,0.85636545
0,0.533271584,0.620533591,0.999196485,0.47155834,0.848051369,9020000000,0.006310745,0.004286408,0.160201953,0.839798047
0,0.586993614,0.610544978,0.999106242,0.488754687,0.848045722,8400000000,0.015467034,0.012549174,0.0488557,0.9511443
0,0.445863599,0.59937445,0.998978563,0.455006165,0.847953504,6930000000,0.007531334,0.004808562,0.169362397,0.830637603
0,0.553892653,0.611150348,0.999123921,0.466688475,0.848237157,805000000,0.013012128,0.008476744,0.090969556,0.909030444
0,0.555062643,0.616908575,0.999226642,0.473073149,0.848005172,8130000000,0.008695137,0.005403082,0.134655501,0.865344499
0,0.508311802,0.599994235,0.998979834,0.462504718,0.847942764,7570000000,0.011943176,0.009536649,0.138374097,0.861625903
0,0.450153561,0.602307615,0.998991966,0.46162066,0.84824952,0.000103792,0.00798063,0.005440512,0.194122804,0.805877196
0,0.487105738,0.608844175,0.999046042,0.464865001,0.848542431,6460000000,0.024376835,0.014914777,0.056595217,0.943404783
0,0.463267196,0.602711195,0.998969203,0.465317934,0.848167102,6600000000,0.009407771,0.004056211,0.111285788,0.888714212
0,0.503680593,0.610862076,0.999021893,0.467703379,0.848272554,6170000000,0.012610257,0.006368163,0.171025184,0.828974816
0,0.469848389,0.610155811,0.998922869,0.465185409,0.847874215,5720000000,0.014283263,0.010292743,0.083411434,0.916588566
0,0.524301662,0.609644129,0.999085213,0.463153922,0.848053933,9360000000,0.009584369,0.006631424,0.119841582,0.880158418
0,0.510554283,0.605838943,0.999038763,0.46346762,0.848028629,7290000000,0.012273909,0.006778026,0.158055446,0.841944554
0,0.504850583,0.61027112,0.999033447,0.464593241,0.848013853,7550000000,0.007819632,0.004762398,0.106871844,0.893128156
0,0.493979428,0.598848355,0.998960653,0.46644691,0.847920259,753000000,0.009583745,0.007177908,0.126039242,0.873960758
0,0.495149417,0.612173713,0.99900121,0.467346066,0.848270166,4980000000,0.00618282,0.003658824,0.132025274,0.867974726
0,0.49261444,0.604411998,0.999008836,0.47226458,0.848006301,6310000000,0.010282651,0.007997634,0.064485897,0.935514103
0,0.499829376,0.604642615,0.999002134,0.461556914,0.848055404,6680000000,0.007190617,0.005489172,0.180790277,0.819209723
0,0.460732219,0.594675622,0.998857353,0.464945522,0.848052627,5720000000,0.003435247,0.002049316,0.152674064,0.847325936
0,0.56569005,0.613924963,0.999207577,0.476196707,0.84803884,8320000000,0.019979969,0.012710749,0.056655682,0.943344318
0,0.504314337,0.597810577,0.999003867,0.459748538,0.848178584,689000000,0.01058031,0.004628272,0.129243885,0.870756115
0,0.499146882,0.608073048,0.999016578,0.466611308,0.848027252,6200000000,0.006389996,0.004351287,0.140732231,0.859267769
0,0.459805977,0.602415717,0.998890284,0.464875066,0.847833559,7110000000,0.006165347,0.003713722,0.152220576,0.847779424
0,0.455906011,0.596044913,0.998822805,0.459194954,0.847914719,5970000000,0.003850222,0.00240241,0.232911086,0.767088914
0,0.584799883,0.618681445,0.999234615,0.472410525,0.84802557,7840000000,0.006372523,0.004615172,0.103606736,0.896393264
0,0.519231707,0.608166736,0.999043847,0.465611501,0.848109388,6500000000,0.006035551,0.002990067,0.168274027,0.831725973
0,0.553063911,0.614998775,0.999161012,0.466505624,0.848028699,7240000000,0.014410563,0.010860438,0.078544003,0.921455997
0,0.523521669,0.606083974,0.999067881,0.461394194,0.848063344,7360000000,0.009468301,0.006893437,0.158901956,0.841098044
0,0.483595769,0.624223468,0.999014382,0.465685312,0.848185795,6890000000,0.017482005,0.010459309,0.078392841,0.921607159
0,0.552527665,0.60894507,0.999056326,0.466061079,0.848050722,8130000000,0.013365949,0.009564722,0.083592829,0.916407171
0,0.553892653,0.618148143,0.999199142,0.464990816,0.848116458,7210000000,0.009796537,0.005552804,0.117906703,0.882093297
0,0.614634622,0.618904856,0.999256454,0.474133347,0.848074532,0.000115283,0.009384058,0.006321999,0.064425432,0.935574568
0,0.568810023,0.611496274,0.999094341,0.462652341,0.848088884,7890000000,0.012476716,0.008093706,0.08725096,0.91274904
0,0.517281724,0.614206028,0.999056095,0.467778868,0.848091107,7780000000,0.008738194,0.005481062,0.139069444,0.860930556
0,0.559450105,0.615625766,0.99907932,0.465869841,0.848057133,7760000000,0.008497321,0.005817936,0.101006742,0.898993258
1,0.406035197,0.595799882,0.998745273,0.454264697,0.848032793,5050000000,0.006817451,0.001106069,0.116818333,0.883181667
1,0.46404719,0.610710734,0.998976714,0.461711247,0.847978997,7290000000,0.007306685,0.004723096,0.176799589,0.823200411
0,0.496221908,0.605464189,0.999028941,0.46365047,0.848035817,7810000000,0.006434925,0.003742419,0.134655501,0.865344499
0,0.487739482,0.603785007,0.998997512,0.464591564,0.848045416,6360000000,0.009307303,0.005656985,0.10596487,0.89403513
0,0.465607176,0.600931117,0.998866135,0.461504911,0.847753458,6520000000,0.003990627,0.002349383,0.171690298,0.828309702
0,0.501145615,0.612930426,0.999106473,0.467497043,0.848124293,703000000,0.013144421,0.009512943,0.070199837,0.929800163
0,0.501486862,0.602819297,0.998958919,0.465653439,0.848148939,697000000,0.007792175,0.004503504,0.1668531,0.8331469
0,0.498708136,0.606840687,0.999062912,0.467121277,0.848019594,6430000000,0.008128524,0.001986308,0.138827584,0.861172416
0,0.475064593,0.602905778,0.998983993,0.464407036,0.848019124,6620000000,0.009999345,0.006259615,0.11860205,0.88139795
0,0.462048457,0.603316566,0.998946094,0.46216418,0.844920101,5880000000,0.006378139,0.005661352,0.169664722,0.830335278
0,0.338955784,0.605464189,0.998973247,0.485295622,0.848409039,3540000000,0.025816456,0.019436996,0.024155758,0.975844242
0,0.491541949,0.602667954,0.999015538,0.46317573,0.848133787,6610000000,0.020550326,0.017896111,0.060948695,0.939051305
0,0.53371033,0.60874328,0.999109015,0.464405358,0.848174878,6290000000,0.008878599,0.003900874,0.162046135,0.837953865
0,0.522595427,0.602999467,0.998997859,0.468557241,0.848086237,6260000000,0.007387184,0.004800452,0.138283399,0.861716601
0,0.519524204,0.607265887,0.999064992,0.46889778,0.848095142,6620000000,0.007033363,0.005771148,0.171841461,0.828158539
0,0.503485595,0.602531025,0.998977523,0.465737316,0.848049769,6690000000,0.005697954,0.004039991,0.149620582,0.850379418
0,0.502218106,0.603864282,0.998991042,0.463881969,0.847990443,7320000000,0.004200923,0.002529673,0.183420504,0.816579496
0,0.49480817,0.599035731,0.998953604,0.463801448,0.847891838,6650000000,0.011307297,0.00768509,0.077667261,0.922332739
0,0.476185833,0.604484066,0.99896331,0.460969779,0.848157538,5870000000,0.006014958,0.003520955,0.162771714,0.837228286
0,0.532199093,0.617549979,0.999245939,0.451230048,0.848021488,9390000000,0.008216511,0.006028794,0.189406536,0.810593464
0,0.507824307,0.606199282,0.999034372,0.465665182,0.848025429,7850000000,0.011500744,0.008421222,0.126976449,0.873023551
0,0.581046166,0.614451059,0.999146799,0.468699831,0.848054404,7860000000,0.010091076,0.004172869,0.111981135,0.888018865
0,0.517379223,0.604282276,0.999032292,0.467268899,0.848067426,7340000000,0.01718809,0.016201136,0.079753303,0.920246697
0,0.511480525,0.614883466,0.999092261,0.468560597,0.848049922,6210000000,0.010555973,0.00697516,0.126704357,0.873295643
0,0.518159216,0.600995979,0.999025706,0.463601822,0.84808486,6400000000,0.011157531,0.00905442,0.139553164,0.860446836
0,0.507726807,0.61723288,0.99917326,0.462635565,0.848055827,7940000000,0.004698893,0.003442352,0.18750189,0.81249811
0,0.517622971,0.60454172,0.99904558,0.458062622,0.859657064,0.000110061,0.014005573,0.010151132,0.130181093,0.869818907
0,0.415882611,0.598869975,0.998878383,0.461771638,0.846962004,6500000000,0.006193428,0.005099896,0.177555401,0.822444599
0,0.495051918,0.601723865,0.999026168,0.462593627,0.848434697,7100000000,0.008150365,0.005820431,0.170480999,0.829519001
0,0.573489982,0.61334842,0.999193827,0.465784287,0.848073861,8330000000,0.0179962,0.006570287,0.105874172,0.894125828
0,0.51425925,0.601327491,0.999017849,0.466321096,0.856978908,5220000000,0.008578444,0.00627833,0.103123016,0.896876984
0,0.520937942,0.602891365,0.999036567,0.466272447,0.84800543,8070000000,0.008248336,0.007788024,0.115095081,0.884904919
0,0.542582752,0.616079794,0.999129352,0.474807713,0.84800623,6310000000,0.007426498,0.004760526,0.111406718,0.888593282
0,0.505045581,0.601795932,0.999064414,0.461738087,0.848056051,5280000000,0.01501649,0.007925893,0.085104453,0.914895547
0,0.484034515,0.612188126,0.99901496,0.463472652,0.848685057,9080000000,0.007634922,0.004101127,0.180004233,0.819995767
0,0.514600497,0.612116058,0.99907932,0.464428843,0.848015865,6620000000,0.014175307,0.009310195,0.064516129,0.935483871
0,0.505240579,0.614162787,0.999046504,0.462133984,0.848113964,8160000000,0.006630245,0.004099256,0.138706654,0.861293346
0,0.513333008,0.60436155,0.999008489,0.480261359,0.848010065,6030000000,0.012009947,0.007486709,0.08676724,0.91323276
0,0.573928728,0.605247986,0.99904974,0.469327227,0.848060533,9100000000,0.016927248,0.015702064,0.072406808,0.927593192
0,0.569736265,0.615647386,0.99918805,0.468795451,0.848084331,8820000000,0.007332894,0.004614548,0.141911298,0.858088702
0,0.55881636,0.605521844,0.999075969,0.459409678,0.848076096,8420000000,0.010794974,0.008434323,0.102578831,0.897421169
0,0.530736606,0.613499762,0.999174646,0.461568657,0.848113188,8090000000,0.008361908,0.004138557,0.14971128,0.85028872
0,0.518500463,0.606372245,0.998975905,0.464316449,0.848174961,6370000000,0.004184074,0.002426739,0.126885751,0.873114249
0,0.541559011,0.621737125,0.999214279,0.468116051,0.848102024,9430000000,0.007230555,0.004789847,0.175832149,0.824167851
0,0.584409886,0.609903573,0.999066841,0.478114122,0.847994972,7350000000,0.016270152,0.012927222,0.050367325,0.949632675
0,0.448301077,0.597839404,0.998962617,0.465826225,0.847936647,6600000000,0.012255812,0.009536025,0.152674064,0.847325936
0,0.519085458,0.606120007,0.999042922,0.461832029,0.847984443,8790000000,0.013591221,0.008838571,0.096441636,0.903558364
0,0.57709745,0.61972643,0.999296086,0.478305361,0.848094707,7210000000,0.010934755,0.005561537,0.110983463,0.889016537
0,0.507336811,0.603258911,0.999051935,0.463435746,0.848538302,7550000000,0.010920403,0.00878305,0.136529915,0.863470085
0,0.46053722,0.600044682,0.998973132,0.459325801,0.847976209,6730000000,0.00845676,0.004361268,0.186141428,0.813858572
0,0.494418174,0.607712708,0.999023626,0.465628276,0.848021135,6620000000,0.023231129,0.015285338,0.064455664,0.935544336
0,0.476185833,0.607741536,0.999024781,0.466309353,0.848751217,7340000000,0.011326642,0.005741204,0.129213653,0.870786347
0,0.512309267,0.612296228,0.999066147,0.468969914,0.848117764,6640000000,0.010269547,0.005276442,0.167669378,0.832330622
0,0.465607176,0.609687369,0.998834244,0.46380648,0.847895649,6100000000,0.008854263,0.00550352,0.074946337,0.925053663
0,0.522400429,0.61011257,0.999094341,0.460709762,0.848061897,877000000,0.009761592,0.007051892,0.144148502,0.855851498
0,0.493296934,0.603539976,0.999000516,0.464521108,0.847983373,6470000000,0.01328233,0.006088683,0.151948484,0.848051516
0,0.525422903,0.613016907,0.999107744,0.472454141,0.848205241,6900000000,0.008132268,0.005151674,0.098467213,0.901532787
0,0.502218106,0.59917266,0.998989193,0.469763385,0.88770386,5540000000,0.012432411,0.009044439,0.098074191,0.901925809
0,0.475015844,0.604296689,0.998830778,0.459547235,0.847615938,6430000000,0.006762537,0.003899003,0.123076458,0.876923542
0,0.506898065,0.605896597,0.999004214,0.480368721,0.84802257,5990000000,0.012391849,0.006968922,0.035009221,0.964990779
0,0.517281724,0.603612044,0.998989308,0.465104887,0.8480147,7910000000,0.008106059,0.006539719,0.158629864,0.841370136
0,0.438356164,0.586726531,0.998707142,0.461202956,0.847904743,6430000000,0.004787505,0.003307602,0.134353176,0.865646824
0,0.577487447,0.614998775,0.999221443,0.470217995,0.84808526,8390000000,0.012160336,0.006917767,0.072195181,0.927804819
0,0.487446985,0.598214157,0.99900121,0.464930424,0.84801403,9120000000,0.009022125,0.004450478,0.154488013,0.845511987
0,0.517427973,0.60914686,0.999048931,0.464880099,0.848128893,706000000,0.00747642,0.005439889,0.137225262,0.862774738
0,0.48115829,0.600866256,0.998949329,0.461845449,0.848130469,6820000000,0.01039872,0.006834172,0.150104302,0.849895698
0,0.458538488,0.597349342,0.998854349,0.461738087,0.848061074,5030000000,0.0043432,0.002756751,0.237566889,0.762433111
0,0.583288646,0.61932285,0.999223407,0.471118828,0.848055686,7800000000,0.006419325,0.004611429,0.114278804,0.885721196
0,0.516452981,0.608354113,0.999032523,0.46654253,0.8480195,7150000000,0.005204352,0.001867154,0.152311274,0.847688726
0,0.551601423,0.613881722,0.999158585,0.473799519,0.848036099,7110000000,0.014299487,0.011278411,0.072164948,0.927835052
0,0.52454541,0.605846149,0.99906661,0.468290514,0.848041146,6550000000,0.010545989,0.007843546,0.144995012,0.855004988
0,0.498123141,0.619985875,0.999058637,0.4635213,0.848192159,6410000000,0.014134745,0.007980791,0.09405327,0.90594673
0,0.562716326,0.609449545,0.999038069,0.469112503,0.848024688,7450000000,0.012618369,0.009077502,0.084923058,0.915076942
0,0.542144006,0.616541028,0.999177535,0.47419877,0.848024076,6250000000,0.01067953,0.006012574,0.10681138,0.89318862
0,0.582313655,0.617377016,0.999211621,0.474478918,0.848030499,7350000000,0.007879539,0.004717481,0.080902137,0.919097863
0,0.580168674,0.61027112,0.999075507,0.462519816,0.848031005,8600000000,0.0109541,0.007564689,0.09248118,0.90751882
0,0.515234242,0.613629484,0.999048931,0.463482717,0.848046122,9130000000,0.00754007,0.003779849,0.154367083,0.845632917
0,0.56115634,0.617492325,0.999101851,0.467758738,0.84807492,8110000000,0.006458638,0.004635758,0.11715089,0.88284911
1,0.475795837,0.595050375,0.998881849,0.466837775,0.847852264,557000000,0.007451459,0.002238963,0.188227469,0.811772531
1,0.433871204,0.595367474,0.998918709,0.466418392,0.848034064,4330000000,0.001297344,0.001006878,0.244731989,0.755268011
0,0.487836981,0.604037245,0.999017849,0.459941454,0.848021182,7330000000,0.007032115,0.002920821,0.149439187,0.850560813
0,0.48803198,0.604527307,0.998997166,0.464405358,0.848040863,6160000000,0.008787492,0.005684434,0.120204372,0.879795628
0,0.459659728,0.601212182,0.998889245,0.460969779,0.848053451,5840000000,0.003240552,0.001479126,0.186111195,0.813888805
0,0.50626432,0.613146629,0.999118952,0.475985338,0.848055768,6630000000,0.009782809,0.006500417,0.065997521,0.934002479
0,0.487349486,0.601565315,0.998933384,0.463408906,0.846405522,5970000000,0.00390888,0.002601415,0.16150195,0.83849805
0,0.488080729,0.60470027,0.999020737,0.464977395,0.847987431,6280000000,0.00678001,0.002131039,0.141790368,0.858209632
0,0.452201043,0.601313077,0.998931419,0.461385806,0.84777021,6400000000,0.00901214,0.005759919,0.132811319,0.867188681
0,0.423487544,0.600758154,0.998899875,0.463605177,0.847780033,4590000000,0.003722297,0.00319843,0.191311183,0.808688817
0,0,0.593500915,0.998775199,0.441099452,0.844482988,1320000000,0.006818699,0.006968922,0.183299574,0.816700426
0,0.506605567,0.605413742,0.999068689,0.46643349,0.84817789,6480000000,0.021212414,0.018226746,0.059406839,0.940593161
0,0.541071516,0.609067585,0.99908579,0.462994556,0.848044722,7160000000,0.009428988,0.004255216,0.161471718,0.838528282
0,0.505971823,0.600945531,0.998957995,0.463615242,0.847912977,625000000,0.007649898,0.004034376,0.141790368,0.858209632
0,0.523570419,0.604642615,0.999038069,0.46977345,0.848004854,6300000000,0.007234923,0.00590465,0.166429846,0.833570154
0,0.523862916,0.602869744,0.998998321,0.471855263,0.848194842,5950000000,0.006379387,0.004199694,0.143090365,0.856909635
0,0.518549213,0.604109313,0.998989308,0.46743833,0.848030958,6270000000,0.004962855,0.00236997,0.179943768,0.820056232
0,0.496806903,0.596960175,0.998912007,0.462882162,0.847526332,6280000000,0.017191834,0.011639615,0.054781268,0.945218732
0,0.478574562,0.604815578,0.99899497,0.459676405,0.849691109,6500000000,0.009550048,0.004154777,0.159899628,0.840100372
0,0.502461853,0.612260194,0.999145644,0.465465556,0.847982349,5740000000,0.005193744,0.002398043,0.214378571,0.785621429
0,0.482669527,0.605629946,0.999014613,0.460620853,0.848000019,6420000000,0.010693882,0.00731952,0.156332195,0.843667805
0,0.541071516,0.61107828,0.999095843,0.46143781,0.848002936,7120000000,0.013367197,0.005377505,0.12455785,0.87544215
0,0.488470726,0.602869744,0.999030443,0.487530091,0.84800516,6000000000,0.027974952,0.026943668,0.046165009,0.953834991
0,0.475698338,0.612598913,0.999041998,0.466703572,0.847964833,5920000000,0.018285746,0.008618356,0.127732261,0.872267739
0,0.545263979,0.599446518,0.999022817,0.462135662,0.848112976,9110000000,0.010681402,0.005742451,0.138011307,0.861988693
0,0.478379564,0.610581012,0.999041189,0.462033332,0.847963421,6300000000,0.00602619,0.003333803,0.229132025,0.770867975
0,0.480963292,0.598372706,0.998967701,0.461850482,0.847932353,5920000000,0.006043663,0.003725575,0.128639236,0.871360764
0,0.387071613,0.597940299,0.998871912,0.463821578,0.848079614,4660000000,0.013082018,0.01112557,0.109592768,0.890407232
0,0.462682202,0.599626688,0.998975905,0.460382644,0.847937564,5200000000,0.008733826,0.006194736,0.150225232,0.849774768
0,0.559693853,0.611496274,0.999163785,0.46289055,0.848042863,715000000,0.011986234,0.004588346,0.114581129,0.885418871
0,0.508214303,0.599677136,0.998982722,0.480851849,0.847956539,4880000000,0.014127881,0.010350137,0.049913837,0.950086163
0,0.516501731,0.602999467,0.999031945,0.465079725,0.848035852,6270000000,0.008748179,0.00851667,0.105692777,0.894307223
0,0.534149076,0.607366782,0.999037261,0.472059921,0.847967397,5550000000,0.006662694,0.00357211,0.097771866,0.902228134
0,0.454492273,0.596816039,0.998974634,0.465264253,0.847932588,8640000000,0.008335075,0.004497266,0.136802007,0.863197993
0,0.493881929,0.609363064,0.998978331,0.456963841,0.847963809,7980000000,0.007337887,0.002398043,0.176980984,0.823019016
0,0.434553698,0.608700039,0.998880116,0.4713822,0.84786911,5490000000,0.01366548,0.008234694,0.065332406,0.934667594
0,0.518939209,0.603287738,0.998990117,0.473935398,0.847989208,631000000,0.010841776,0.005741827,0.075792847,0.924207153
0,0.552088919,0.60454172,0.999031021,0.458461874,0.848012689,7750000000,0.008554107,0.007781162,0.095836986,0.904163014
0,0.542192756,0.613088975,0.999146568,0.462652341,0.848014383,6460000000,0.008225247,0.004464826,0.130967137,0.869032863
0,0.522546678,0.603828248,0.999040842,0.469416136,0.847997043,5850000000,0.0143076,0.010607159,0.067025426,0.932974574
0,0.511529274,0.604909266,0.999069383,0.461298575,0.847979903,7630000000,0.007941941,0.004036871,0.163799619,0.836200381
0,0.474479598,0.600080716,0.998975327,0.46306669,0.847996643,6640000000,0.004794369,0.002256431,0.175711219,0.824288781
0,0.495198167,0.613312386,0.999040611,0.463524655,0.848087484,666000000,0.013596837,0.007929636,0.113069504,0.886930496
